player_id,display_name,pos,team_short,cost_m,proj_horizon,proj_std,proj_per_match,selected_by_percent,form_numeric,availability_score,starting,captain
83,O.Dango,MID,BRE,6.0,54.95626232299805,1.1917663345336926,13.739065580749513,1.3,6.5,1.0,True,True
402,Aït-Nouri,DEF,MCI,6.0,39.7760218522153,0.05532281977445486,9.944005463053825,17.6,5.0,1.0,True,False
474,Schär,DEF,NEW,5.5,35.54589331340487,0.1879249650258874,8.886473328351217,2.7,4.5,1.0,True,False
470,Dúbravka,GKP,BUR,4.0,32.4344585265971,0.2598254585177173,8.108614631649274,34.1,4.0,1.0,True,False
390,Gravenberch,MID,LIV,5.5,28.82760961511633,0.3598334668756831,7.2069024037790825,0.4,3.5,1.0,True,False
11,White,DEF,ARS,5.5,25.795831851289442,0.9608648892031182,6.448957962822361,0.7,3.0,0.375,True,False
158,Georginio,MID,BHA,5.9,24.847248196855908,0.9982000143923635,6.211812049213977,0.9,3.0,0.5625,True,False
59,Onana,MID,AVL,5.0,24.015292206737527,0.13060686530351173,6.003823051684382,1.7,3.0,0.375,True,False
329,Wilson,MID,FUL,5.5,24.009320390852672,0.11790458073691745,6.002330097713168,0.7,3.0,0.5625,True,False
342,Bogle,DEF,LEE,4.5,20.028430162338985,0.055317035856700336,5.007107540584746,0.2,2.5,1.0,True,False
654,Strand Larsen,FWD,WOL,6.5,15.809706524004257,0.041722638538904455,3.9524266310010643,3.8,2.0,0.5625,True,False
101,Kelleher,GKP,BRE,4.5,24.25084367094494,0.09514466113135889,6.062710917736235,10.4,3.0,1.0,False,False
252,Marc Guiu,FWD,SUN,4.5,4.168275969805036,0.09553977448599671,1.042068992451259,15.0,0.5,1.0,False,False
466,Zirkzee,FWD,MUN,5.9,0.021931754511155758,0.009114623248851502,0.0054829386277889395,0.4,0.0,1.0,False,False
193,Humphreys,DEF,BUR,4.0,0.02132887204297365,0.005059074394355334,0.005332218010743413,0.0,0.0,1.0,False,False
