player_id,display_name,pos,team_short,cost_m,proj_horizon,proj_std,proj_per_match,selected_by_percent,form_numeric,availability_score,starting,captain
198,Tuanzebe,DEF,BUR,4.0,0.04246712813332816,0.006399534577501685,0.007077854688888026,1.8,0.0,1.0,True,False
678,Masuaku,DEF,SUN,4.0,0.03251504719489526,0.005929826533390075,0.005419174532482543,0.7,0.0,1.0,True,True
193,Humphreys,DEF,BUR,4.0,0.03199330806446048,0.006196075418475205,0.005332218010743413,0.0,0.0,1.0,True,False
432,Onana,GKP,MUN,5.0,0.026696865376713442,0.008898905009490898,0.004449477562785574,0.3,0.0,1.0,True,False
24,Nørgaard,MID,ARS,5.4,0.02651504719489526,0.00899168871186905,0.004419174532482543,0.3,0.0,0.375,True,False
680,Broja,FWD,BUR,5.4,0.02651504719489526,0.00899168871186905,0.004419174532482543,0.2,0.0,1.0,True,False
149,Igor,DEF,BHA,4.5,0.02651504719489526,0.00899168871186905,0.004419174532482543,0.0,0.0,1.0,True,False
172,Watson,MID,BHA,5.0,0.02651504719489526,0.00899168871186905,0.004419174532482543,0.0,0.0,1.0,True,False
271,Kamada,MID,CRY,5.0,0.02651504719489526,0.00899168871186905,0.004419174532482543,0.0,0.0,1.0,True,False
292,Mykolenko,DEF,EVE,4.9,0.02651504719489526,0.00899168871186905,0.004419174532482543,0.5,0.0,1.0,True,False
468,Wheatley,FWD,MUN,4.5,0.02651504719489526,0.00899168871186905,0.004419174532482543,0.1,0.0,1.0,True,False
158,Georginio,MID,BHA,5.9,37.270872295283866,1.2225403482500574,6.211812049213977,0.9,3.0,0.5625,False,False
101,Kelleher,GKP,BRE,4.5,36.37626550641741,0.11652793576092245,6.062710917736235,10.4,3.0,1.0,False,False
17,Ødegaard,MID,ARS,7.9,33.562365919177566,0.01097771825241586,5.593727653196261,2.6,3.0,0.375,False,False
466,Zirkzee,FWD,MUN,5.9,0.03289763176673364,0.01116308807869742,0.0054829386277889395,0.4,0.0,1.0,False,False
