player_id,display_name,pos,team_short,cost_m,proj_horizon,proj_std,proj_per_match,selected_by_percent,form_numeric,availability_score,starting,captain
83,O.Dango,MID,BRE,6.0,27.47813116149902,0.8427060567386071,13.73906558074951,1.3,6.5,1.0,True,True
402,Aït-Nouri,DEF,MCI,6.0,19.88801092610765,0.03911914101687826,9.944005463053825,17.6,5.0,1.0,True,False
474,Schär,DEF,NEW,5.5,17.772946656702434,0.13288301712404976,8.886473328351217,2.7,4.5,1.0,True,False
470,Dúbravka,GKP,BUR,4.0,16.21722926329855,0.18372434364278192,8.108614631649274,34.1,4.0,1.0,True,False
390,Gravenberch,MID,LIV,5.5,14.413804807558163,0.2544406845256598,7.206902403779082,0.4,3.5,1.0,True,False
11,White,DEF,ARS,5.5,12.897915925644721,0.679434078959585,6.448957962822361,0.7,3.0,0.375,True,False
158,Georginio,MID,BHA,5.9,12.423624098427954,0.7058339991573496,6.211812049213977,0.9,3.0,0.5625,True,False
59,Onana,MID,AVL,5.0,12.007646103368764,0.09235300012563116,6.003823051684382,1.7,3.0,0.375,True,False
329,Wilson,MID,FUL,5.5,12.004660195426336,0.08337112857203112,6.002330097713168,0.7,3.0,0.5625,True,False
342,Bogle,DEF,LEE,4.5,10.014215081169493,0.03911505116941221,5.007107540584746,0.2,2.5,1.0,True,False
654,Strand Larsen,FWD,WOL,6.5,7.904853262002128,0.029502360639855157,3.952426631001064,3.8,2.0,0.5625,True,False
101,Kelleher,GKP,BRE,4.5,12.12542183547247,0.06727743507968001,6.062710917736235,10.4,3.0,1.0,False,False
252,Marc Guiu,FWD,SUN,4.5,2.084137984902518,0.06755682241208177,1.042068992451259,15.0,0.5,1.0,False,False
466,Zirkzee,FWD,MUN,5.9,0.010965877255577879,0.006445011907223458,0.0054829386277889395,0.4,0.0,1.0,False,False
193,Humphreys,DEF,BUR,4.0,0.010664436021486826,0.003577305810775883,0.005332218010743413,0.0,0.0,1.0,False,False
